ID	field.ID	location	field	dgO	dgN	area	WRB	BO_Syst	soty	crop	age_class	age	y_est	samcam	season	year	date	hole	ACA	ACH	ALO	ARO	END	LCA	LRU	LTR	LUM	OCY	OLA	UNK	ACA_BM	ACH_BM	ALO_BM	ARO_BM	END_BM	LCA_BM	LRU_BM	LTR_BM	LUM_BM	OCY_BM	OLA_BM	UNK_BM	pH	mc	cn	sand	silt	clay	ata1	atb1	hum1	ats1	prec1	rad1	ata2	atb2	hum2	ats2	prec2	rad2	soil_coverage	soil_tillage	fertilisation	weed_control	soil_compaction	compaction
111	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	2	spring	2013	15.04.2013	3	1	4	0	6	5	0	0	0	0	0	0	0	0.341	1.225	0.000	1.372	0.847	0.000	0.000	0.000	0.000	0.000	0.000	0	7.43	18.14	8.91	5.1	61.1	33.8	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	75x20	1	3	3	6	3
112	16	Dornburg	DO_MaisII	11.658923	51.002741	1792	Mollic_Leptosol	BB-RR	uT	Maize	A_Cm	0	2013	2	spring	2013	15.04.2013	4	1	2	0	7	10	0	0	1	0	0	0	3	1.048	0.240	0.000	1.829	1.702	0.000	0.000	2.721	0.000	0.000	0.000	0	7.43	18.14	8.91	5.1	61.1	33.8	1.64	3.02	69.08	3.87	1.17	3145	17.30	17.13	49.63	11.02	0.00	6042	75x20	1	3	3	6	3
113	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	2	spring	2013	17.04.2013	1	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.90	21.36	9.70	28.9	49.6	21.5	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	75x24	1	4	3	6	3
114	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	2	spring	2013	17.04.2013	2	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.90	21.36	9.70	28.9	49.6	21.5	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	75x24	1	4	3	6	3
115	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	2	spring	2013	17.04.2013	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.90	21.36	9.70	28.9	49.6	21.5	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	75x24	1	4	3	6	3
116	17	Pahren	PA_Mais	11.910338	50.644899	52601	stagnic_Luvisol	SSn	sL	Maize	A_Cm	0	2013	2	spring	2013	17.04.2013	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.90	21.36	9.70	28.9	49.6	21.5	1.49	1.95	76.77	2.10	0.57	3451	14.95	15.03	63.46	9.49	0.00	5374	75x24	1	4	3	6	3
117	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	2	spring	2013	10.04.2013	1	0	1	0	0	0	0	0	0	0	0	0	0	0.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7.19	19.44	10.45	9.4	72.1	18.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	75x20	1	4	3	6	3
118	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	2	spring	2013	10.04.2013	2	0	0	0	0	1	0	0	1	0	0	0	0	0.000	0.000	0.000	0.000	0.111	0.000	0.000	0.957	0.000	0.000	0.000	0	7.19	19.44	10.45	9.4	72.1	18.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	75x20	1	4	3	6	3
119	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	2	spring	2013	10.04.2013	3	0	4	0	0	0	0	0	1	0	0	0	0	0.000	1.123	0.000	0.000	0.000	0.000	0.000	0.202	0.000	0.000	0.000	0	7.19	19.44	10.45	9.4	72.1	18.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	75x20	1	4	3	6	3
120	18	Ronneberg	RO_MaisII	9.602275	52.294314	14858	Haplic_Luvisol	LLn	ttU	Maize	A_Cm	0	2013	2	spring	2013	10.04.2013	4	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	7.19	19.44	10.45	9.4	72.1	18.5	0.08	0.13	76.85	1.60	0.41	3037	7.43	7.23	90.15	5.24	0.80	1739	75x20	1	4	3	6	3
121	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	3	autumn	2013	08.10.2013	1	0	0	0	1	1	0	0	8	0	2	0	0	0.000	0.000	0.000	0.321	0.052	0.000	0.000	37.837	0.000	2.699	0.000	0	5.71	18.34	8.33	10.8	55.2	34	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	1	1
122	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	3	autumn	2013	08.10.2013	2	1	0	0	0	2	0	0	6	0	0	0	0	0.000	0.000	0.000	0.000	0.228	0.000	0.000	15.362	0.000	0.000	0.000	0	5.71	18.34	8.33	10.8	55.2	34	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	1	1
123	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	3	autumn	2013	08.10.2013	3	2	0	0	0	4	0	0	5	0	0	0	0	1.475	0.000	0.000	0.000	0.384	0.000	0.000	19.085	0.000	0.000	0.000	0	5.71	18.34	8.33	10.8	55.2	34	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	1	1
124	1	Dornburg	DO_2004	11.658097	51.003187	219	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	9	2004	3	autumn	2013	08.10.2013	4	2	0	0	0	1	0	0	4	0	2	0	1	2.504	0.000	0.000	0.000	0.449	0.000	0.000	13.665	0.000	5.332	0.000	0	5.71	18.34	8.33	10.8	55.2	34	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	1	1
125	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	3	autumn	2013	16.10.2013	1	5	0	0	1	3	0	0	4	0	0	0	5	2.363	0.000	0.000	0.233	0.129	0.000	0.000	18.054	0.000	0.000	0.000	0	5.11	32.00	8.98	12.3	50.4	37.3	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	50x50	0	3	2	2	2
126	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	3	autumn	2013	16.10.2013	2	2	0	0	6	5	0	0	14	0	0	0	0	2.472	0.000	0.000	1.555	0.291	0.000	0.000	45.833	0.000	0.000	0.000	0	5.11	32.00	8.98	12.3	50.4	37.3	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	50x50	0	3	2	2	2
127	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	3	autumn	2013	16.10.2013	3	0	0	0	1	1	0	0	14	1	0	0	0	0.000	0.000	0.000	0.150	0.108	0.000	0.000	35.151	0.000	0.000	0.000	0	5.11	32.00	8.98	12.3	50.4	37.3	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	50x50	0	3	2	2	2
128	2	Hessberg	HE_2004	10.78191	50.414685	285	Terra_Fusca	CFn	uT	Silphie	E_Sp_old	9	2004	3	autumn	2013	16.10.2013	4	2	0	0	4	4	0	0	9	0	0	0	1	1.064	0.000	0.000	1.174	0.420	0.000	0.000	33.299	0.000	0.000	0.000	0	5.11	32.00	8.98	12.3	50.4	37.3	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	50x50	0	3	2	2	2
129	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	3	autumn	2013	08.10.2013	1	6	2	0	1	13	0	0	3	0	0	0	0	2.924	0.560	0.000	0.268	1.768	0.000	0.000	2.140	0.000	0.000	0.000	0	7.00	20.99	10.95	6.1	63	30.9	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	2	2
130	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	3	autumn	2013	08.10.2013	2	9	10	0	9	40	2	0	6	0	0	0	6	5.716	4.265	0.000	2.676	5.031	0.303	0.000	7.825	0.000	0.000	0.000	0	7.00	20.99	10.95	6.1	63	30.9	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	2	2
131	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	3	autumn	2013	08.10.2013	3	6	6	0	16	37	0	0	7	0	0	0	1	3.626	2.343	0.000	3.538	5.624	0.000	0.000	5.671	0.000	0.000	0.000	0	7.00	20.99	10.95	6.1	63	30.9	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	2	2
132	3	Dornburg	DO_2005	11.656257	51.003652	921	Mollic_Leptosol	BB-RR	uuT	Silphie	E_Sp_old	8	2005	3	autumn	2013	08.10.2013	4	15	20	0	12	53	1	0	0	1	0	0	5	6.195	6.080	0.000	2.857	5.186	0.124	0.000	0.000	0.760	0.000	0.000	0	7.00	20.99	10.95	6.1	63	30.9	10.91	13.39	73.71	15.11	1.72	2392	12.58	13.78	71.00	13.97	0.00	1849	50x50	0	3	1	2	2
133	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	09.10.2013	1	2	0	0	2	0	0	0	3	1	0	0	0	1.828	0.000	0.000	0.705	0.000	0.000	0.000	3.595	0.488	0.000	0.000	0	7.20	17.91	9.16	7.2	63.2	29.6	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	3	1	2	2
134	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	09.10.2013	2	1	0	0	3	7	0	0	6	5	0	2	0	1.034	0.000	0.000	0.907	0.679	0.000	0.000	31.588	1.594	0.000	1.630	0	7.20	17.91	9.16	7.2	63.2	29.6	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	3	1	2	2
135	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	09.10.2013	3	3	0	0	3	4	0	0	3	0	0	0	0	1.541	0.000	0.000	0.793	0.448	0.000	0.000	8.933	0.000	0.000	0.000	0	7.20	17.91	9.16	7.2	63.2	29.6	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	3	1	2	2
136	4	Dornburg	DO_2007	11.657904	51.000938	2319	Mollic_Leptosol	BB-RR	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	09.10.2013	4	1	0	0	3	5	0	0	9	0	0	0	0	0.401	0.000	0.000	0.875	0.547	0.000	0.000	15.120	0.000	0.000	0.000	0	7.20	17.91	9.16	7.2	63.2	29.6	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	3	1	2	2
137	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	15.10.2013	1	2	0	0	0	14	0	0	7	7	0	0	3	1.108	0.000	0.000	0.000	2.134	0.000	0.000	9.334	1.589	0.000	0.000	0	6.73	21.81	12.36	12.7	60.2	27.1	10.46	9.66	83.28	12.06	1.12	2132	10.98	9.76	85.33	9.68	6.40	1289	90x50	0	3	1	2	2
138	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	15.10.2013	2	3	0	0	0	7	0	0	10	4	0	0	0	1.865	0.000	0.000	0.000	1.463	0.000	0.000	10.325	0.913	0.000	0.000	0	6.73	21.81	12.36	12.7	60.2	27.1	10.46	9.66	83.28	12.06	1.12	2132	10.98	9.76	85.33	9.68	6.40	1289	90x50	0	3	1	2	2
139	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	15.10.2013	3	6	0	0	0	5	0	0	6	0	2	0	3	4.174	0.000	0.000	0.000	0.726	0.000	0.000	21.099	0.000	1.947	0.000	0	6.73	21.81	12.36	12.7	60.2	27.1	10.46	9.66	83.28	12.06	1.12	2132	10.98	9.76	85.33	9.68	6.40	1289	90x50	0	3	1	2	2
140	5	Erfurt	EF_2007	11.005805	50.98336	172	Chernozem	TTn	uuT	Silphie	D_Sp_int2	6	2007	3	autumn	2013	15.10.2013	4	1	0	0	0	4	0	0	9	2	1	0	1	0.642	0.000	0.000	0.000	0.649	0.000	0.000	32.727	0.161	0.774	0.000	0	6.73	21.81	12.36	12.7	60.2	27.1	10.46	9.66	83.28	12.06	1.12	2132	10.98	9.76	85.33	9.68	6.40	1289	90x50	0	3	1	2	2
141	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	3	autumn	2013	07.10.2013	1	18	0	0	0	10	1	0	2	1	0	0	9	12.275	0.000	0.000	0.000	0.454	0.031	0.000	2.492	0.203	0.000	0.000	0	5.87	13.65	8.59	28.9	51.1	20	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	50x50	0	4	3	4	2
142	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	3	autumn	2013	07.10.2013	2	22	0	0	2	2	0	0	6	0	0	0	2	24.354	0.000	0.000	0.420	0.083	0.000	0.000	6.765	0.000	0.000	0.000	0	5.87	13.65	8.59	28.9	51.1	20	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	50x50	0	4	3	4	2
143	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	3	autumn	2013	07.10.2013	3	17	0	0	0	1	1	0	2	0	0	0	2	9.897	0.000	0.000	0.000	0.065	0.000	0.000	1.509	0.000	0.000	0.000	0	5.87	13.65	8.59	28.9	51.1	20	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	50x50	0	4	3	4	2
144	6	Pahren	PA_2007	11.89876	50.653093	6676	stagnic_Luvisol	SSn	ttU	Silphie	D_Sp_int2	6	2007	3	autumn	2013	07.10.2013	4	20	0	0	2	14	0	0	1	2	0	0	1	17.128	0.000	0.000	0.295	0.439	0.000	0.000	1.147	0.104	0.000	0.000	0	5.87	13.65	8.59	28.9	51.1	20	10.34	11.59	78.70	12.51	2.49	2644	11.63	12.10	88.58	11.13	0.00	1075	50x50	0	4	3	4	2
145	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	09.10.2013	1	1	0	0	1	3	0	0	0	0	0	0	0	0.717	0.000	0.000	0.146	0.668	0.000	0.000	0.000	0.000	0.000	0.000	0	6.55	13.43	8.52	10.1	62.4	27.5	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	4	1	3	2
146	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	09.10.2013	2	7	0	0	0	0	0	0	1	0	0	0	2	5.661	0.000	0.000	0.000	0.000	0.000	0.000	7.385	0.000	0.000	0.000	0	6.55	13.43	8.52	10.1	62.4	27.5	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	4	1	3	2
147	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	09.10.2013	3	0	0	0	0	0	0	0	5	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18.961	0.000	0.000	0.000	0	6.55	13.43	8.52	10.1	62.4	27.5	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	4	1	3	2
148	7	Dornburg	DO_2009	11.657303	51.000746	1609	Mollic_Leptosol	BB-RR	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	09.10.2013	4	5	0	0	3	14	0	0	0	0	0	0	0	7.439	0.000	0.000	0.495	1.192	0.000	0.000	0.000	0.000	0.000	0.000	0	6.55	13.43	8.52	10.1	62.4	27.5	10.98	13.31	73.38	14.97	0.72	2392	12.93	13.70	70.58	14.13	0.80	2096	50x50	0	4	1	3	2
149	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	16.10.2013	1	6	4	0	1	41	0	0	7	0	0	0	4	6.139	1.707	0.000	0.285	3.901	0.000	0.000	7.123	0.000	0.000	0.000	0	7.21	21.73	13.15	10.2	62.1	27.7	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	90x50	0	3	1	3	2
150	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	16.10.2013	2	11	1	0	0	7	0	0	4	2	0	0	7	16.354	0.476	0.000	0.000	0.695	0.000	0.000	4.709	0.279	0.000	0.000	0	7.21	21.73	13.15	10.2	62.1	27.7	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	90x50	0	3	1	3	2
151	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	16.10.2013	3	13	7	0	2	69	0	0	7	2	0	0	2	12.507	2.149	0.000	0.272	4.824	0.000	0.000	13.131	0.788	0.000	0.000	0	7.21	21.73	13.15	10.2	62.1	27.7	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	90x50	0	3	1	3	2
152	8	Erfurt	EF_2009	11.004722	50.981567	2818	Chernozem	TTn	uuT	Silphie	C_Sp_int1	4	2009	3	autumn	2013	16.10.2013	4	7	2	0	1	44	0	0	1	1	0	0	0	6.158	0.425	0.000	0.504	4.703	0.000	0.000	1.467	0.099	0.000	0.000	0	7.21	21.73	13.15	10.2	62.1	27.7	8.98	10.15	80.53	11.61	2.40	2235	7.19	8.28	90.38	9.47	0.10	679	90x50	0	3	1	3	2
153	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	3	autumn	2013	01.10.2013	1	1	0	5	1	2	0	0	4	0	0	0	4	0.135	0.000	2.914	0.167	0.089	0.000	0.000	6.786	0.000	0.000	0.000	0	6.00	9.50	9.02	16.9	68.6	14.5	12.51	12.91	84.33	14.69	1.41	2695	6.28	6.37	77.22	10.49	0.00	3834	50x50	0	3	2	2	2
154	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	3	autumn	2013	01.10.2013	2	3	0	5	0	2	0	0	6	0	0	0	2	0.788	0.000	5.147	0.000	0.792	0.000	0.000	8.886	0.000	0.000	0.000	0	6.00	9.50	9.02	16.9	68.6	14.5	12.51	12.91	84.33	14.69	1.41	2695	6.28	6.37	77.22	10.49	0.00	3834	50x50	0	3	2	2	2
155	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	3	autumn	2013	01.10.2013	3	4	0	5	1	4	0	0	2	0	0	0	1	2.690	0.000	3.756	0.224	0.316	0.000	0.000	1.198	0.000	0.000	0.000	0	6.00	9.50	9.02	16.9	68.6	14.5	12.51	12.91	84.33	14.69	1.41	2695	6.28	6.37	77.22	10.49	0.00	3834	50x50	0	3	2	2	2
156	9	Poppenburg	PO_2009	9.780602	52.145969	120	Haplic_Luvisol	LLn	tU	Silphie	C_Sp_int1	4	2009	3	autumn	2013	01.10.2013	4	2	0	4	0	4	0	0	6	1	1	0	2	1.011	0.000	4.444	0.000	0.217	0.000	0.000	8.082	0.134	1.559	0.000	0	6.00	9.50	9.02	16.9	68.6	14.5	12.51	12.91	84.33	14.69	1.41	2695	6.28	6.37	77.22	10.49	0.00	3834	50x50	0	3	2	2	2
157	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	1	0	0	0	2	4	0	0	1	0	0	0	0	0.000	0.000	0.000	0.412	0.401	0.000	0.000	2.537	0.000	0.000	0.000	0	7.13	22.93	18.34	12.7	58	29.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	90x50	0	3	1	3	2
158	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	2	1	0	0	0	3	0	0	1	0	0	0	0	0.799	0.000	0.000	0.000	0.529	0.000	0.000	5.334	0.000	0.000	0.000	0	7.13	22.93	18.34	12.7	58	29.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	90x50	0	3	1	3	2
159	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	3	0	0	0	1	5	0	0	3	0	0	0	0	0.000	0.000	0.000	0.562	0.467	0.000	0.000	7.593	0.000	0.000	0.000	0	7.13	22.93	18.34	12.7	58	29.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	90x50	0	3	1	3	2
160	10	Erfurt	EF_2011	10.999336	50.980493	9247	Chernozem	TTn	uuT	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	4	0	0	0	0	8	0	0	1	0	0	0	1	0.000	0.000	0.000	0.000	0.756	0.000	0.000	0.238	0.000	0.000	0.000	0	7.13	22.93	18.34	12.7	58	29.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	90x50	0	3	1	3	2
161	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	1	0	0	0	2	1	0	0	6	0	0	0	1	0.000	0.000	0.000	0.698	0.525	0.000	0.000	6.753	0.000	0.000	0.000	0	6.65	22.88	8.82	10.1	69.6	20.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	50x50	0	2	2	3	3
162	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	2	1	1	0	1	4	0	0	4	0	0	0	1	0.658	0.069	0.000	0.116	0.238	0.000	0.000	3.423	0.000	0.000	0.000	0	6.65	22.88	8.82	10.1	69.6	20.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	50x50	0	2	2	3	3
163	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	3	0	0	0	2	2	0	0	4	2	0	0	1	0.000	0.000	0.000	0.268	0.148	0.000	0.000	2.022	0.644	0.000	0.000	0	6.65	22.88	8.82	10.1	69.6	20.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	50x50	0	2	2	3	3
164	11	Niederdorla	ND_2011	10.399994	51.136251	9278	Stagnic_Luvisol	SS-LL	tU	Silphie	B_Sp_young	2	2011	3	autumn	2013	14.10.2013	4	1	0	0	0	1	0	0	0	1	0	0	1	0.771	0.000	0.000	0.000	0.096	0.000	0.000	0.000	0.223	0.000	0.000	0	6.65	22.88	8.82	10.1	69.6	20.3	10.59	9.82	83.10	12.27	0.91	2176	7.01	6.19	91.38	8.07	0.00	1298	50x50	0	2	2	3	3
165	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	3	autumn	2013	30.11.2013	1	0	0	0	0	1	0	0	5	0	0	0	0	0.000	0.000	0.000	0.000	0.150	0.000	0.000	20.493	0.000	0.000	0.000	0	5.27	21.62	9.86	10.4	75.1	14.5	5.65	7.80	87.52	8.15	1.95	818	6.58	10.37	76.06	10.86	0.00	3965	60x60	0	4	4	4	3
166	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	3	autumn	2013	30.11.2013	2	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.27	21.62	9.86	10.4	75.1	14.5	5.65	7.80	87.52	8.15	1.95	818	6.58	10.37	76.06	10.86	0.00	3965	60x60	0	4	4	4	3
167	12	Ronneberg	RO_2011	9.609485	52.295013	1197	Haplic_Luvisol	LLn	ttU	Silphie	B_Sp_young	2	2011	3	autumn	2013	30.11.2013	3	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	5.27	21.62	9.86	10.4	75.1	14.5	5.65	7.80	87.52	8.15	1.95	818	6.58	10.37	76.06	10.86	0.00	3965	60x60	0	4	4	4	3
